duplicate
"COMARCA NGÃBE-BUGLE,BESIKO,BOCA DE BALSA"
"COMARCA NGÃBE-BUGLE,BESIKO,CAMARON ARRIBA"
"COMARCA NGÃBE-BUGLE,BESIKO,CERRO BANCO"
"COMARCA NGÃBE-BUGLE,BESIKO,CERRO DE PATENA"
"COMARCA NGÃBE-BUGLE,BESIKO,EMPLANADA DE CHORCHA"
"COMARCA NGÃBE-BUGLE,BESIKO,NAMNONI"
"COMARCA NGÃBE-BUGLE,BESIKO,NIBA"
"COMARCA NGÃBE-BUGLE,MIRONO,INVALIDO"
"COMARCA NGÃBE-BUGLE,MIRONO,HATO PILON (CABECERA)"
"COMARCA NGÃBE-BUGLE,MIRONO,CASCABEL"
"COMARCA NGÃBE-BUGLE,MIRONO,HATO COROTU"
"COMARCA NGÃBE-BUGLE,MIRONO,HATO CULANTRO"
"COMARCA NGÃBE-BUGLE,MIRONO,HATO JOBO"
"COMARCA NGÃBE-BUGLE,MIRONO,HATO JULI"
"COMARCA NGÃBE-BUGLE,MIRONO,QUEBRADA DE LORO"
"COMARCA NGÃBE-BUGLE,MIRONO,SALTO DUPI"
"COMARCA NGÃBE-BUGLE,MUNA,INVALIDO"
"COMARCA NGÃBE-BUGLE,MUNA,CHICHICA (CABECERA)"
"COMARCA NGÃBE-BUGLE,MUNA,ROKA"
"COMARCA NGÃBE-BUGLE,MUNA,SITIO PRADO"
"COMARCA NGÃBE-BUGLE,MUNA,UMANI"
"COMARCA NGÃBE-BUGLE,MUNA,ALTO CABALLERO"
"COMARCA NGÃBE-BUGLE,MUNA,BAKAMA"
"COMARCA NGÃBE-BUGLE,MUNA,CERRO CAÑA"
"COMARCA NGÃBE-BUGLE,MUNA,CERRO PUERCO"
"COMARCA NGÃBE-BUGLE,MUNA,KRUA"
"COMARCA NGÃBE-BUGLE,MUNA,MARACA"
"COMARCA NGÃBE-BUGLE,MUNA,NIBRA"
"COMARCA NGÃBE-BUGLE,MUNA,PEÑA BLANCA"
"COMARCA NGÃBE-BUGLE,NOLE DUIMA,INVALIDO"
"COMARCA NGÃBE-BUGLE,NOLE DUIMA,CERRO IGLESIAS (CABECERA)"
"COMARCA NGÃBE-BUGLE,NOLE DUIMA,HATO CHAMI"
"COMARCA NGÃBE-BUGLE,NOLE DUIMA,JADEBERI"
"COMARCA NGÃBE-BUGLE,NOLE DUIMA,LAJERO"
"COMARCA NGÃBE-BUGLE,NOLE DUIMA,SUSAMA"
"COMARCA NGÃBE-BUGLE,NURUM,INVALIDO"
"COMARCA NGÃBE-BUGLE,NURUM,BUENOS AIRES (CABECERA)"
"COMARCA NGÃBE-BUGLE,NURUM,AGUA DE SALUD"
"COMARCA NGÃBE-BUGLE,NURUM,ALTO DE JESUS"
"COMARCA NGÃBE-BUGLE,NURUM,CERRO PELADO"
"COMARCA NGÃBE-BUGLE,NURUM,EL BALE"
"COMARCA NGÃBE-BUGLE,NURUM,EL PAREDON"
"COMARCA NGÃBE-BUGLE,NURUM,PIRO"
"COMARCA NGÃBE-BUGLE,NURUM,GUAYABITO"
"COMARCA NGÃBE-BUGLE,NURUM,GUIBALE"
"COMARCA NGÃBE-BUGLE,KANKINTU,INVALIDO"
"COMARCA NGÃBE-BUGLE,KANKINTU,BISIRA (CABECERA)"
"COMARCA NGÃBE-BUGLE,KANKINTU,BURI"
"COMARCA NGÃBE-BUGLE,KANKINTU,GUARIVIARA"
"COMARCA NGÃBE-BUGLE,KANKINTU,GUORONI"
"COMARCA NGÃBE-BUGLE,KANKINTU,KANKINTU"
"COMARCA NGÃBE-BUGLE,KANKINTU,MUNUNI"
"COMARCA NGÃBE-BUGLE,KANKINTU,PIEDRA ROJA"
"COMARCA NGÃBE-BUGLE,KANKINTU,TUWAI"
"COMARCA NGÃBE-BUGLE,KANKINTU,MAN CREEK"
"COMARCA NGÃBE-BUGLE,KUSAPIN,INVALIDO"
"COMARCA NGÃBE-BUGLE,KUSAPIN,KUSAPIN (CABECERA)"
"COMARCA NGÃBE-BUGLE,KUSAPIN,BAHIA AZUL"
"COMARCA NGÃBE-BUGLE,KUSAPIN,CALOVEBORA O SANTA CATALINA"
"COMARCA NGÃBE-BUGLE,KUSAPIN,LOMA YUCA"
"COMARCA NGÃBE-BUGLE,KUSAPIN,RIO CHIRIQUI"
"COMARCA NGÃBE-BUGLE,KUSAPIN,TOBOBE"
"COMARCA NGÃBE-BUGLE,KUSAPIN,VALLE BONITO"
"COMARCA NGÃBE-BUGLE,JIRONDAI,SAMBOA"
"COMARCA NGÃBE-BUGLE,JIRONDAI,BURI"
"COMARCA NGÃBE-BUGLE,JIRONDAI,GUARIVIARA"
"COMARCA NGÃBE-BUGLE,JIRONDAI,MAN CREEK"
"COMARCA NGÃBE-BUGLE,JIRONDAI,TUWAI"
"COMARCA NGÃBE-BUGLE,SANTA CATALINA O CALOVEBORA (BLEDESHIA),SANTA CATALINA O CALOVEBORA (BLEDESHIA)(CABECERA)"
"COMARCA NGÃBE-BUGLE,SANTA CATALINA O CALOVEBORA (BLEDESHIA),ALTO BILINGUE (GDOGUESHIA)"
"COMARCA NGÃBE-BUGLE,SANTA CATALINA O CALOVEBORA (BLEDESHIA),LOMA YUKA (LJUICHO)"
"COMARCA NGÃBE-BUGLE,SANTA CATALINA O CALOVEBORA (BLEDESHIA),SAN PEDRITO"
"COMARCA NGÃBE-BUGLE,SANTA CATALINA O CALOVEBORA (BLEDESHIA),VALLE BONITO(DOGATA)"
"PANAMA OESTE,ARRAIJAN,INVALIDO"
"PANAMA OESTE,ARRAIJAN,ARRAIJAN (CABECERA)"
"PANAMA OESTE,ARRAIJAN,BURUNGA"
"PANAMA OESTE,ARRAIJAN,CERRO SILVESTRE"
"PANAMA OESTE,ARRAIJAN,JUAN DEMOSTENES AROSEMENA"
"PANAMA OESTE,ARRAIJAN,NUEVO EMPERADOR"
"PANAMA OESTE,ARRAIJAN,SANTA CLARA"
"PANAMA OESTE,ARRAIJAN,VERACRUZ"
"PANAMA OESTE,ARRAIJAN,VISTA ALEGRE"
"PANAMA OESTE,CAPIRA,INVALIDO"
"PANAMA OESTE,CAPIRA,CAPIRA (CABECERA)"
"PANAMA OESTE,CAPIRA,LIDICE"
"PANAMA OESTE,CAPIRA,VILLA CARMEN"
"PANAMA OESTE,CAPIRA,VILLA ROSARIO"
"PANAMA OESTE,CAPIRA,SANTA ROSA"
"PANAMA OESTE,CAPIRA,CAIMITO"
"PANAMA OESTE,CAPIRA,CAMPANA"
"PANAMA OESTE,CAPIRA,CERMEÑO"
"PANAMA OESTE,CAPIRA,CIRI DE LOS SOTOS"
"PANAMA OESTE,CAPIRA,CIRI GRANDE"
"PANAMA OESTE,CAPIRA,EL CACAO"
"PANAMA OESTE,CAPIRA,LA TRINIDAD"
"PANAMA OESTE,CAPIRA,LAS OLLAS ARRIBA"
"PANAMA OESTE,CHAME,INVALIDO"
"PANAMA OESTE,CHAME,CHAME (CABECERA)"
"PANAMA OESTE,CHAME,SAJALICES"
"PANAMA OESTE,CHAME,SORA"
"PANAMA OESTE,CHAME,BEJUCO"
"PANAMA OESTE,CHAME,BUENOS AIRES"
"PANAMA OESTE,CHAME,CABUYA"
"PANAMA OESTE,CHAME,CHICA"
"PANAMA OESTE,CHAME,EL LIBANO"
"PANAMA OESTE,CHAME,LAS LAJAS"
"PANAMA OESTE,CHAME,NUEVA GORGONA"
"PANAMA OESTE,CHAME,PUNTA CHAME"
"PANAMA OESTE,LA CHORRERA,INVALIDO"
"PANAMA OESTE,LA CHORRERA,BARRIO BALBOA"
"PANAMA OESTE,LA CHORRERA,HURTADO"
"PANAMA OESTE,LA CHORRERA,ITURRALDE"
"PANAMA OESTE,LA CHORRERA,LA REPRESA"
"PANAMA OESTE,LA CHORRERA,LOS DIAZ"
"PANAMA OESTE,LA CHORRERA,MENDOZA"
"PANAMA OESTE,LA CHORRERA,OBALDIA"
"PANAMA OESTE,LA CHORRERA,PLAYA LEONA"
"PANAMA OESTE,LA CHORRERA,PUERTO CAIMITO"
"PANAMA OESTE,LA CHORRERA,SANTA RITA"
"PANAMA OESTE,LA CHORRERA,BARRIO COLON"
"PANAMA OESTE,LA CHORRERA,AMADOR"
"PANAMA OESTE,LA CHORRERA,AROSEMENA"
"PANAMA OESTE,LA CHORRERA,EL ARADO"
"PANAMA OESTE,LA CHORRERA,EL COCO"
"PANAMA OESTE,LA CHORRERA,FEUILLET"
"PANAMA OESTE,LA CHORRERA,GUADALUPE"
"PANAMA OESTE,LA CHORRERA,HERRERA"
"PANAMA OESTE,SAN CARLOS,INVALIDO"
"PANAMA OESTE,SAN CARLOS,SAN CARLOS (CABECERA)"
"PANAMA OESTE,SAN CARLOS,EL ESPINO"
"PANAMA OESTE,SAN CARLOS,EL HIGO"
"PANAMA OESTE,SAN CARLOS,GUAYABITO"
"PANAMA OESTE,SAN CARLOS,LA ERMITA"
"PANAMA OESTE,SAN CARLOS,LA LAGUNA"
"PANAMA OESTE,SAN CARLOS,LAS UVAS"
"PANAMA OESTE,SAN CARLOS,LOS LLANITOS"
"PANAMA OESTE,SAN CARLOS,SAN JOSE"
"COCLE,INVALIDO,INVALIDO"
"COCLE,AGUADULCE,INVALIDO"
"COCLE,AGUADULCE,AGUADULCE (CABECERA)"
"COCLE,AGUADULCE,EL CRISTO"
"COCLE,AGUADULCE,EL ROBLE"
"COCLE,AGUADULCE,POCRI"
"COCLE,AGUADULCE,BARRIOS UNIDOS"
"COCLE,ANTON,INVALIDO"
"COCLE,ANTON,ANTON (CABECERA)"
"COCLE,ANTON,CABALLERO"
"COCLE,ANTON,CABUYA"
"COCLE,ANTON,EL CHIRU"
"COCLE,ANTON,EL RETIRO"
"COCLE,ANTON,EL VALLE"
"COCLE,ANTON,JUAN DIAZ"
"COCLE,ANTON,RIO HATO"
"COCLE,ANTON,SAN JUAN DE DIOS"
"COCLE,ANTON,SANTA RITA"
"COCLE,LA PINTADA,INVALIDO"
"COCLE,LA PINTADA,LA PINTADA (CABECERA)"
"COCLE,LA PINTADA,EL HARINO"
"COCLE,LA PINTADA,EL POTRERO"
"COCLE,LA PINTADA,LLANO GRANDE"
"COCLE,LA PINTADA,PIEDRAS GORDAS"
"COCLE,LA PINTADA,LAS LOMAS"
"COCLE,NATA,INVALIDO"
"COCLE,NATA,NATA (CABECERA)"
"COCLE,NATA,CAPELLANIA"
"COCLE,NATA,EL CAÑO"
"COCLE,NATA,GUZMAN"
"COCLE,NATA,LAS HUACAS"
"COCLE,NATA,TOZA"
"COCLE,OLA,INVALIDO"
"COCLE,OLA,OLA (CABECERA)"
"COCLE,OLA,EL COPE"
"COCLE,OLA,EL PALMAR"
"COCLE,OLA,EL PICACHO"
"COCLE,OLA,LA PAVA"
"COCLE,PENONOME,INVALIDO"
"COCLE,PENONOME,PENONOME (CABECERA)"
"COCLE,PENONOME,TULU"
"COCLE,PENONOME,CAÑAVERAL"
"COCLE,PENONOME,COCLE"
"COCLE,PENONOME,CHIGUIRI ARRIBA"
"COCLE,PENONOME,EL COCO"
"COCLE,PENONOME,PAJONAL"
"COCLE,PENONOME,RIO GRANDE"
"COCLE,PENONOME,RIO INDIO"
"COCLE,PENONOME,TOABRE"
"COLON,INVALIDO,INVALIDO"
"COLON,COLON,INVALIDO"
"COLON,COLON,BARRIO NORTE"
"COLON,COLON,PUERTO PILON"
"COLON,COLON,SABANITAS"
"COLON,COLON,SALAMANCA"
"COLON,COLON,SAN JUAN"
"COLON,COLON,SANTA ROSA"
"COLON,COLON,CRISTOBAL ESTE"
"COLON,COLON,BARRIO SUR"
"COLON,COLON,BUENA VISTA"
"COLON,COLON,CATIVA"
"COLON,COLON,CIRICITO"
"COLON,COLON,CRISTOBAL"
"COLON,COLON,ESCOBAL"
"COLON,COLON,LIMON"
"COLON,COLON,NUEVA PROVIDENCIA"
"COLON,CHAGRES,INVALIDO"
"COLON,CHAGRES,NUEVO CHAGRES (CABECERA)"
"COLON,CHAGRES,ACHIOTE"
"COLON,CHAGRES,EL GUABO"
"COLON,CHAGRES,LA ENCANTADA"
"COLON,CHAGRES,PALMAS BELLAS"
"COLON,CHAGRES,PIÑA"
"COLON,CHAGRES,SALUD"
"COLON,DONOSO,INVALIDO"
"COLON,DONOSO,MIGUEL DE LA BORDA (CABECERA)"
"COLON,DONOSO,COCLE DEL NORTE"
"COLON,DONOSO,EL GUASIMO"
"COLON,DONOSO,GOBEA"
"COLON,DONOSO,RIO INDIO"
"COLON,DONOSO,SAN JOSE DEL GENERAL"
"COLON,PORTOBELO,INVALIDO"
"COLON,PORTOBELO,PORTOBELO (CABECERA)"
"COLON,PORTOBELO,CACIQUE"
"COLON,PORTOBELO,GARROTE"
"COLON,PORTOBELO,ISLA GRANDE"
"COLON,PORTOBELO,MARIA CHIQUITA"
"COLON,SANTA ISABEL,INVALIDO"
"COLON,SANTA ISABEL,PALENQUE (CABECERA)"
"COLON,SANTA ISABEL,CUANGO"
"COLON,SANTA ISABEL,MIRAMAR"
"COLON,SANTA ISABEL,NOMBRE DE DIOS"
"COLON,SANTA ISABEL,PALMIRA"
"COLON,SANTA ISABEL,PLAYA CHIQUITA"
"COLON,SANTA ISABEL,SANTA ISABEL"
"COLON,SANTA ISABEL,VIENTO FRIO"
"CHIRIQUI,INVALIDO,INVALIDO"
"CHIRIQUI,ALANJE,INVALIDO"
"CHIRIQUI,ALANJE,ALANJE (CABECERA)"
"CHIRIQUI,ALANJE,DIVALA"
"CHIRIQUI,ALANJE,EL TEJAR"
"CHIRIQUI,ALANJE,GUARUMAL"
"CHIRIQUI,ALANJE,PALO GRANDE"
"CHIRIQUI,ALANJE,QUEREVALO"
"CHIRIQUI,ALANJE,SANTO TOMAS"
"CHIRIQUI,ALANJE,CANTA GALLO"
"CHIRIQUI,ALANJE,NUEVO MEXICO"
"CHIRIQUI,RENACIMIENTO,INVALIDO"
"CHIRIQUI,RENACIMIENTO,RIO SERENO (CABECERA)"
"CHIRIQUI,RENACIMIENTO,BREÑON"
"CHIRIQUI,RENACIMIENTO,CAÑAS GORDAS"
"CHIRIQUI,RENACIMIENTO,MONTE LIRIO"
"CHIRIQUI,RENACIMIENTO,PLAZA CAISAN"
"CHIRIQUI,RENACIMIENTO,SANTA CRUZ"
"CHIRIQUI,RENACIMIENTO,DOMINICAL"
"CHIRIQUI,RENACIMIENTO,SANTA CLARA"
"CHIRIQUI,SAN FELIX,INVALIDO"
"CHIRIQUI,SAN FELIX,LAS LAJAS (CABECERA)"
"CHIRIQUI,SAN FELIX,JUAY"
"CHIRIQUI,SAN FELIX,LAJAS ADENTRO"
"CHIRIQUI,SAN FELIX,SAN FELIX"
"CHIRIQUI,SAN FELIX,SANTA CRUZ"
"CHIRIQUI,SAN LORENZO,INVALIDO"
"CHIRIQUI,SAN LORENZO,HORCONCITOS (CABECERA)"
"CHIRIQUI,SAN LORENZO,BOCA CHICA"
"CHIRIQUI,SAN LORENZO,BOCA DEL MONTE"
"CHIRIQUI,SAN LORENZO,SAN JUAN"
"CHIRIQUI,SAN LORENZO,SAN LORENZO"
"CHIRIQUI,TOLE,INVALIDO"
"CHIRIQUI,TOLE,TOLE (CABECERA)"
"CHIRIQUI,TOLE,BELLA VISTA"
"CHIRIQUI,TOLE,CERRO VIEJO"
"CHIRIQUI,TOLE,EL CRISTO"
"CHIRIQUI,TOLE,JUSTO FIDEL PALACIOS"
"CHIRIQUI,TOLE,LAJAS DE TOLE"
"CHIRIQUI,TOLE,POTRERO DE CAÑA"
"CHIRIQUI,TOLE,QUEBRADA DE PIEDRA"
"CHIRIQUI,TOLE,VELADERO"
"CHIRIQUI,NO DISPONIBLE,INVALIDO"
"CHIRIQUI,BARU,INVALIDO"
"CHIRIQUI,BARU,PUERTO ARMUELLES (CABECERA)"
"CHIRIQUI,BARU,LIMONES"
"CHIRIQUI,BARU,PROGRESO"
"CHIRIQUI,BARU,BACO"
"CHIRIQUI,BARU,RODOLFO AGUILAR DELGADO"
"CHIRIQUI,BOQUERON,INVALIDO"
"CHIRIQUI,BOQUERON,BOQUERON (CABECERA)"
"CHIRIQUI,BOQUERON,BAGALA"
"CHIRIQUI,BOQUERON,CORDILLERA"
"CHIRIQUI,BOQUERON,GUABAL"
"CHIRIQUI,BOQUERON,GUAYABAL"
"CHIRIQUI,BOQUERON,PARAISO"
"CHIRIQUI,BOQUERON,PEDREGAL"
"CHIRIQUI,BOQUERON,TIJERAS"
"CHIRIQUI,BOQUETE,INVALIDO"
"CHIRIQUI,BOQUETE,BAJO BOQUETE (CABECERA)"
"CHIRIQUI,BOQUETE,CALDERA"
"CHIRIQUI,BOQUETE,PALMIRA"
"CHIRIQUI,BOQUETE,ALTO BOQUETE"
"CHIRIQUI,BOQUETE,JARAMILLO"
"CHIRIQUI,BOQUETE,LOS NARANJOS"
"CHIRIQUI,BUGABA,INVALIDO"
"CHIRIQUI,BUGABA,LA CONCEPCION (CABECERA)"
"CHIRIQUI,BUGABA,SANTO DOMINGO"
"CHIRIQUI,BUGABA,SORTOVA"
"CHIRIQUI,BUGABA,VOLCAN"
"CHIRIQUI,BUGABA,EL BONGO"
"CHIRIQUI,BUGABA,ASERRIO DE GARICHE"
"CHIRIQUI,BUGABA,BUGABA"
"CHIRIQUI,BUGABA,CERRO PUNTA"
"CHIRIQUI,BUGABA,GOMEZ"
"CHIRIQUI,BUGABA,LA ESTRELLA"
"CHIRIQUI,BUGABA,SAN ANDRES"
"CHIRIQUI,BUGABA,SANTA MARTA"
"CHIRIQUI,BUGABA,SANTA ROSA"
"CHIRIQUI,DAVID,INVALIDO"
"CHIRIQUI,DAVID,DAVID (CABECERA)"
"CHIRIQUI,DAVID,SAN PABLO VIEJO"
"CHIRIQUI,DAVID,BIJAGUAL"
"CHIRIQUI,DAVID,COCHEA"
"CHIRIQUI,DAVID,CHIRIQUI"
"CHIRIQUI,DAVID,GUACA"
"CHIRIQUI,DAVID,LAS LOMAS"
"CHIRIQUI,DAVID,PEDREGAL"
"CHIRIQUI,DAVID,SAN CARLOS"
"CHIRIQUI,DAVID,SAN PABLO NUEVO"
"CHIRIQUI,DOLEGA,INVALIDO"
"CHIRIQUI,DOLEGA,DOLEGA (CABECERA)"
"CHIRIQUI,DOLEGA,DOS RIOS"
"CHIRIQUI,DOLEGA,LOS ANASTACIOS"
"CHIRIQUI,DOLEGA,POTRERILLOS"
"CHIRIQUI,DOLEGA,POTRERILLOS ABAJO"
"CHIRIQUI,DOLEGA,ROVIRA"
"CHIRIQUI,DOLEGA,TINAJAS"
"CHIRIQUI,DOLEGA,LOS ALGARRROBOS"
"CHIRIQUI,GUALACA,INVALIDO"
"CHIRIQUI,GUALACA,GUALACA (CABECERA)"
"CHIRIQUI,GUALACA,HORNITO"
"CHIRIQUI,GUALACA,LOS ANGELES"
"CHIRIQUI,GUALACA,PAJA DE SOMBRERO"
"CHIRIQUI,GUALACA,RINCON"
"CHIRIQUI,REMEDIOS,INVALIDO"
"CHIRIQUI,REMEDIOS,REMEDIOS (CABECERA)"
"CHIRIQUI,REMEDIOS,EL NANCITO"
"CHIRIQUI,REMEDIOS,EL PORVENIR"
"CHIRIQUI,REMEDIOS,EL PUERTO"
"CHIRIQUI,REMEDIOS,SANTA LUCIA"
"DARIEN,INVALIDO,INVALIDO"
"DARIEN,CHEPIGANA,INVALIDO"
"DARIEN,CHEPIGANA,LA PALMA (CABECERA)"
"DARIEN,CHEPIGANA,SETEGANTI"
"DARIEN,CHEPIGANA,TAIMATI"
"DARIEN,CHEPIGANA,TUCUTI"
"DARIEN,CHEPIGANA,AGUA FRIA"
"DARIEN,CHEPIGANA,CUCUNATI"
"DARIEN,CHEPIGANA,RIO CONGO ARRIBA"
"DARIEN,CHEPIGANA,SANTA FE"
"DARIEN,CHEPIGANA,CAMOGANTI"
"DARIEN,CHEPIGANA,CHEPIGANA"
"DARIEN,CHEPIGANA,GARACHINE"
"DARIEN,CHEPIGANA,JAQUE"
"DARIEN,CHEPIGANA,PUERTO PIÑA"
"DARIEN,CHEPIGANA,RIO CONGO"
"DARIEN,CHEPIGANA,RIO IGLESIAS"
"DARIEN,CHEPIGANA,SAMBU"
"DARIEN,PINOGANA,INVALIDO"
"DARIEN,PINOGANA,EL REAL DE SANTA MARIA (CABECERA)"
"DARIEN,PINOGANA,BOCA DE CUPE"
"DARIEN,PINOGANA,PAYA"
"DARIEN,PINOGANA,PINOGANA"
"DARIEN,PINOGANA,PUCURO"
"DARIEN,PINOGANA,YAPE"
"DARIEN,PINOGANA,YAVIZA"
"DARIEN,PINOGANA,METETI"
"DARIEN,PINOGANA,COMARCA KUNA DE WARGANDI"
"HERRERA,INVALIDO,INVALIDO"
"HERRERA,CHITRE,INVALIDO"
"HERRERA,CHITRE,CHITRE (CABECERA)"
"HERRERA,CHITRE,LA ARENA"
"HERRERA,CHITRE,MONAGRILLO"
"HERRERA,CHITRE,LLANO BONITO"
"HERRERA,CHITRE,SAN JUAN BAUTISTA"
"HERRERA,LAS MINAS,INVALIDO"
"HERRERA,LAS MINAS,LAS MINAS (CABECERA)"
"HERRERA,LAS MINAS,CHEPO"
"HERRERA,LAS MINAS,CHUMICAL"
"HERRERA,LAS MINAS,EL TORO"
"HERRERA,LAS MINAS,LEONES"
"HERRERA,LAS MINAS,QUEBRADA DEL ROSARIO"
"HERRERA,LAS MINAS,QUEBRADA EL CIPRIAN"
"HERRERA,LOS POZOS,INVALIDO"
"HERRERA,LOS POZOS,LOS POZOS (CABECERA)"
"HERRERA,LOS POZOS,CAPURI"
"HERRERA,LOS POZOS,EL CALABACITO"
"HERRERA,LOS POZOS,EL CEDRO"
"HERRERA,LOS POZOS,LA ARENA"
"HERRERA,LOS POZOS,LA PITALOSA"
"HERRERA,LOS POZOS,LOS CERRITOS"
"HERRERA,LOS POZOS,LOS CERROS DE PAJA"
"HERRERA,LOS POZOS,LAS LLANAS"
"HERRERA,OCU,INVALIDO"
"HERRERA,OCU,OCU (CABECERA)"
"HERRERA,OCU,CERRO LARGO"
"HERRERA,OCU,LOS LLANOS"
"HERRERA,OCU,LLANO GRANDE"
"HERRERA,OCU,PEÑAS CHATAS"
"HERRERA,OCU,EL TIJERA"
"HERRERA,OCU,MENCHACA"
"HERRERA,PARITA,INVALIDO"
"HERRERA,PARITA,PARITA (CABECERA)"
"HERRERA,PARITA,CABUYA"
"HERRERA,PARITA,LOS CASTILLOS"
"HERRERA,PARITA,LLANO DE LA CRUZ"
"HERRERA,PARITA,PARIS"
"HERRERA,PARITA,PORTOBELILLO"
"HERRERA,PARITA,POTUGA"
"HERRERA,PESE,INVALIDO"
"HERRERA,PESE,PESE (CABECERA)"
"HERRERA,PESE,LAS CABRAS"
"HERRERA,PESE,EL PAJARO"
"HERRERA,PESE,EL BARRERO"
"HERRERA,PESE,EL PEDREGOSO"
"HERRERA,PESE,EL CIRUELO"
"HERRERA,PESE,SABANA GRANDE"
"HERRERA,PESE,RINCON HONDO"
"HERRERA,SANTA MARIA,INVALIDO"
"HERRERA,SANTA MARIA,SANTA MARIA (CABECERA)"
"HERRERA,SANTA MARIA,CHUPAMPA"
"HERRERA,SANTA MARIA,EL RINCON"
"HERRERA,SANTA MARIA,EL LIMON"
"HERRERA,SANTA MARIA,LOS CANELOS"
"LOS SANTOS,INVALIDO,INVALIDO"
"LOS SANTOS,GUARARE,INVALIDO"
"LOS SANTOS,GUARARE,GUARARE (CABECERA)"
"LOS SANTOS,GUARARE,PERALES"
"LOS SANTOS,GUARARE,EL ESPINAL"
"LOS SANTOS,GUARARE,EL MACANO"
"LOS SANTOS,GUARARE,GUARARE ARRIBA"
"LOS SANTOS,GUARARE,LA ENEA"
"LOS SANTOS,GUARARE,LA PASERA"
"LOS SANTOS,GUARARE,LAS TRANCAS"
"LOS SANTOS,GUARARE,LLANO ABAJO"
"LOS SANTOS,GUARARE,EL HATO"
"LOS SANTOS,LAS TABLAS,INVALIDO"
"LOS SANTOS,LAS TABLAS,LAS TABLAS (CABECERA)"
"LOS SANTOS,LAS TABLAS,LA MIEL"
"LOS SANTOS,LAS TABLAS,LA PALMA"
"LOS SANTOS,LAS TABLAS,LA TIZA"
"LOS SANTOS,LAS TABLAS,LAS PALMITAS"
"LOS SANTOS,LAS TABLAS,LAS TABLAS ABAJO"
"LOS SANTOS,LAS TABLAS,NUARIO"
"LOS SANTOS,LAS TABLAS,PALMIRA"
"LOS SANTOS,LAS TABLAS,PEÑA BLANCA"
"LOS SANTOS,LAS TABLAS,RIO HONDO"
"LOS SANTOS,LAS TABLAS,SAN JOSE"
